2.537456976449605 2.537456976449605 2.537456976449605 2.537456976449605 2.537456976449605 2.537456976449605 2.537456976449605 2.537456976449605 2.537456976449605 2.537456976449605	0
5.389734947748931 5.389734947748931 5.389734947748931 5.389734947748931 5.389734947748931 5.389734947748931 5.389734947748931 5.389734947748931 5.389734947748931 5.389734947748931	1
5.055098475906457 5.055098475906457 5.055098475906457 5.055098475906457 5.055098475906457 5.055098475906457 5.055098475906457 5.055098475906457 5.055098475906457 5.055098475906457	1
3.020276102957687 3.020276102957687 3.020276102957687 3.020276102957687 3.020276102957687 3.020276102957687 3.020276102957687 3.020276102957687 3.020276102957687 3.020276102957687	0
3.981740348367764 3.981740348367764 3.981740348367764 3.981740348367764 3.981740348367764 3.981740348367764 3.981740348367764 3.981740348367764 3.981740348367764 3.981740348367764	0
3.7979642591549525 3.7979642591549525 3.7979642591549525 3.7979642591549525 3.7979642591549525 3.7979642591549525 3.7979642591549525 3.7979642591549525 3.7979642591549525 3.7979642591549525	0
4.606371890891052 4.606371890891052 4.606371890891052 4.606371890891052 4.606371890891052 4.606371890891052 4.606371890891052 4.606371890891052 4.606371890891052 4.606371890891052	1
5.154893404542053 5.154893404542053 5.154893404542053 5.154893404542053 5.154893404542053 5.154893404542053 5.154893404542053 5.154893404542053 5.154893404542053 5.154893404542053	1
2.3754383470969396 2.3754383470969396 2.3754383470969396 2.3754383470969396 2.3754383470969396 2.3754383470969396 2.3754383470969396 2.3754383470969396 2.3754383470969396 2.3754383470969396	0
2.1133899060880252 2.1133899060880252 2.1133899060880252 2.1133899060880252 2.1133899060880252 2.1133899060880252 2.1133899060880252 2.1133899060880252 2.1133899060880252 2.1133899060880252	0
5.343060415679479 5.343060415679479 5.343060415679479 5.343060415679479 5.343060415679479 5.343060415679479 5.343060415679479 5.343060415679479 5.343060415679479 5.343060415679479	1
3.7310682716202135 3.7310682716202135 3.7310682716202135 3.7310682716202135 3.7310682716202135 3.7310682716202135 3.7310682716202135 3.7310682716202135 3.7310682716202135 3.7310682716202135	0
5.0491203298317675 5.0491203298317675 5.0491203298317675 5.0491203298317675 5.0491203298317675 5.0491203298317675 5.0491203298317675 5.0491203298317675 5.0491203298317675 5.0491203298317675	1
2.0084242134044428 2.0084242134044428 2.0084242134044428 2.0084242134044428 2.0084242134044428 2.0084242134044428 2.0084242134044428 2.0084242134044428 2.0084242134044428 2.0084242134044428	0
3.7815487762192057 3.7815487762192057 3.7815487762192057 3.7815487762192057 3.7815487762192057 3.7815487762192057 3.7815487762192057 3.7815487762192057 3.7815487762192057 3.7815487762192057	0
4.88616012936313 4.88616012936313 4.88616012936313 4.88616012936313 4.88616012936313 4.88616012936313 4.88616012936313 4.88616012936313 4.88616012936313 4.88616012936313	1
2.9150488850818106 2.9150488850818106 2.9150488850818106 2.9150488850818106 2.9150488850818106 2.9150488850818106 2.9150488850818106 2.9150488850818106 2.9150488850818106 2.9150488850818106	0
5.781082782215689 5.781082782215689 5.781082782215689 5.781082782215689 5.781082782215689 5.781082782215689 5.781082782215689 5.781082782215689 5.781082782215689 5.781082782215689	1
5.605709830445934 5.605709830445934 5.605709830445934 5.605709830445934 5.605709830445934 5.605709830445934 5.605709830445934 5.605709830445934 5.605709830445934 5.605709830445934	1
2.122359932134214 2.122359932134214 2.122359932134214 2.122359932134214 2.122359932134214 2.122359932134214 2.122359932134214 2.122359932134214 2.122359932134214 2.122359932134214	0
2.101783443973843 2.101783443973843 2.101783443973843 2.101783443973843 2.101783443973843 2.101783443973843 2.101783443973843 2.101783443973843 2.101783443973843 2.101783443973843	0
4.165649891173986 4.165649891173986 4.165649891173986 4.165649891173986 4.165649891173986 4.165649891173986 4.165649891173986 4.165649891173986 4.165649891173986 4.165649891173986	1
5.756596651114043 5.756596651114043 5.756596651114043 5.756596651114043 5.756596651114043 5.756596651114043 5.756596651114043 5.756596651114043 5.756596651114043 5.756596651114043	1
3.5248169507528497 3.5248169507528497 3.5248169507528497 3.5248169507528497 3.5248169507528497 3.5248169507528497 3.5248169507528497 3.5248169507528497 3.5248169507528497 3.5248169507528497	0
2.8663975885224535 2.8663975885224535 2.8663975885224535 2.8663975885224535 2.8663975885224535 2.8663975885224535 2.8663975885224535 2.8663975885224535 2.8663975885224535 2.8663975885224535	0
3.6884663023308693 3.6884663023308693 3.6884663023308693 3.6884663023308693 3.6884663023308693 3.6884663023308693 3.6884663023308693 3.6884663023308693 3.6884663023308693 3.6884663023308693	0
2.1161631502994718 2.1161631502994718 2.1161631502994718 2.1161631502994718 2.1161631502994718 2.1161631502994718 2.1161631502994718 2.1161631502994718 2.1161631502994718 2.1161631502994718	0
2.88676666509214 2.88676666509214 2.88676666509214 2.88676666509214 2.88676666509214 2.88676666509214 2.88676666509214 2.88676666509214 2.88676666509214 2.88676666509214	0
3.7515503746022882 3.7515503746022882 3.7515503746022882 3.7515503746022882 3.7515503746022882 3.7515503746022882 3.7515503746022882 3.7515503746022882 3.7515503746022882 3.7515503746022882	0
3.9832489655274026 3.9832489655274026 3.9832489655274026 3.9832489655274026 3.9832489655274026 3.9832489655274026 3.9832489655274026 3.9832489655274026 3.9832489655274026 3.9832489655274026	0
2.9323378010302905 2.9323378010302905 2.9323378010302905 2.9323378010302905 2.9323378010302905 2.9323378010302905 2.9323378010302905 2.9323378010302905 2.9323378010302905 2.9323378010302905	0
2.923466166163937 2.923466166163937 2.923466166163937 2.923466166163937 2.923466166163937 2.923466166163937 2.923466166163937 2.923466166163937 2.923466166163937 2.923466166163937	0
2.8751241493507544 2.8751241493507544 2.8751241493507544 2.8751241493507544 2.8751241493507544 2.8751241493507544 2.8751241493507544 2.8751241493507544 2.8751241493507544 2.8751241493507544	0
3.8384138629509343 3.8384138629509343 3.8384138629509343 3.8384138629509343 3.8384138629509343 3.8384138629509343 3.8384138629509343 3.8384138629509343 3.8384138629509343 3.8384138629509343	0
3.1591264583619423 3.1591264583619423 3.1591264583619423 3.1591264583619423 3.1591264583619423 3.1591264583619423 3.1591264583619423 3.1591264583619423 3.1591264583619423 3.1591264583619423	0
2.0859588210636355 2.0859588210636355 2.0859588210636355 2.0859588210636355 2.0859588210636355 2.0859588210636355 2.0859588210636355 2.0859588210636355 2.0859588210636355 2.0859588210636355	0
5.350311902650292 5.350311902650292 5.350311902650292 5.350311902650292 5.350311902650292 5.350311902650292 5.350311902650292 5.350311902650292 5.350311902650292 5.350311902650292	1
4.225817290609734 4.225817290609734 4.225817290609734 4.225817290609734 4.225817290609734 4.225817290609734 4.225817290609734 4.225817290609734 4.225817290609734 4.225817290609734	1
4.569177451729782 4.569177451729782 4.569177451729782 4.569177451729782 4.569177451729782 4.569177451729782 4.569177451729782 4.569177451729782 4.569177451729782 4.569177451729782	1
2.743625063578871 2.743625063578871 2.743625063578871 2.743625063578871 2.743625063578871 2.743625063578871 2.743625063578871 2.743625063578871 2.743625063578871 2.743625063578871	0
5.970173648704261 5.970173648704261 5.970173648704261 5.970173648704261 5.970173648704261 5.970173648704261 5.970173648704261 5.970173648704261 5.970173648704261 5.970173648704261	1
5.4397861151811595 5.4397861151811595 5.4397861151811595 5.4397861151811595 5.4397861151811595 5.4397861151811595 5.4397861151811595 5.4397861151811595 5.4397861151811595 5.4397861151811595	1
2.4835598392232257 2.4835598392232257 2.4835598392232257 2.4835598392232257 2.4835598392232257 2.4835598392232257 2.4835598392232257 2.4835598392232257 2.4835598392232257 2.4835598392232257	0
3.3307807414405164 3.3307807414405164 3.3307807414405164 3.3307807414405164 3.3307807414405164 3.3307807414405164 3.3307807414405164 3.3307807414405164 3.3307807414405164 3.3307807414405164	0
4.885937630333073 4.885937630333073 4.885937630333073 4.885937630333073 4.885937630333073 4.885937630333073 4.885937630333073 4.885937630333073 4.885937630333073 4.885937630333073	1
4.844767078781119 4.844767078781119 4.844767078781119 4.844767078781119 4.844767078781119 4.844767078781119 4.844767078781119 4.844767078781119 4.844767078781119 4.844767078781119	1
5.7457623471978385 5.7457623471978385 5.7457623471978385 5.7457623471978385 5.7457623471978385 5.7457623471978385 5.7457623471978385 5.7457623471978385 5.7457623471978385 5.7457623471978385	1
3.688427999845661 3.688427999845661 3.688427999845661 3.688427999845661 3.688427999845661 3.688427999845661 3.688427999845661 3.688427999845661 3.688427999845661 3.688427999845661	0
5.320142773097308 5.320142773097308 5.320142773097308 5.320142773097308 5.320142773097308 5.320142773097308 5.320142773097308 5.320142773097308 5.320142773097308 5.320142773097308	1
4.6812222656562845 4.6812222656562845 4.6812222656562845 4.6812222656562845 4.6812222656562845 4.6812222656562845 4.6812222656562845 4.6812222656562845 4.6812222656562845 4.6812222656562845	1
3.2134740437316704 3.2134740437316704 3.2134740437316704 3.2134740437316704 3.2134740437316704 3.2134740437316704 3.2134740437316704 3.2134740437316704 3.2134740437316704 3.2134740437316704	0
