0.9304842831042459 0.9304842831042459 0.9304842831042459 0.9304842831042459 0.9304842831042459 0.9304842831042459 0.9304842831042459 0.9304842831042459 0.9304842831042459 0.8658010011040225	0.8658010011040225
-0.9766906124157178 -0.9766906124157178 -0.9766906124157178 -0.9766906124157178 -0.9766906124157178 -0.9766906124157178 -0.9766906124157178 -0.9766906124157178 -0.9766906124157178 0.9539245523809898	0.9539245523809898
0.4719832395937509 0.4719832395937509 0.4719832395937509 0.4719832395937509 0.4719832395937509 0.4719832395937509 0.4719832395937509 0.4719832395937509 0.4719832395937509 0.22276817845741204	0.22276817845741204
-0.6839745504705037 -0.6839745504705037 -0.6839745504705037 -0.6839745504705037 -0.6839745504705037 -0.6839745504705037 -0.6839745504705037 -0.6839745504705037 -0.6839745504705037 0.46782118569132763	0.46782118569132763
0.9726789033256467 0.9726789033256467 0.9726789033256467 0.9726789033256467 0.9726789033256467 0.9726789033256467 0.9726789033256467 0.9726789033256467 0.9726789033256467 0.9461042489747827	0.9461042489747827
-0.9662386915840475 -0.9662386915840475 -0.9662386915840475 -0.9662386915840475 -0.9662386915840475 -0.9662386915840475 -0.9662386915840475 -0.9662386915840475 -0.9662386915840475 0.9336172091140521	0.9336172091140521
0.7589825362693423 0.7589825362693423 0.7589825362693423 0.7589825362693423 0.7589825362693423 0.7589825362693423 0.7589825362693423 0.7589825362693423 0.7589825362693423 0.5760544903618435	0.5760544903618435
0.3627013288028291 0.3627013288028291 0.3627013288028291 0.3627013288028291 0.3627013288028291 0.3627013288028291 0.3627013288028291 0.3627013288028291 0.3627013288028291 0.13155225391533795	0.13155225391533795
0.7146847649630497 0.7146847649630497 0.7146847649630497 0.7146847649630497 0.7146847649630497 0.7146847649630497 0.7146847649630497 0.7146847649630497 0.7146847649630497 0.5107743132702895	0.5107743132702895
0.9996324683322388 0.9996324683322388 0.9996324683322388 0.9996324683322388 0.9996324683322388 0.9996324683322388 0.9996324683322388 0.9996324683322388 0.9996324683322388 0.9992650717440045	0.9992650717440045
-0.5205696356724228 -0.5205696356724228 -0.5205696356724228 -0.5205696356724228 -0.5205696356724228 -0.5205696356724228 -0.5205696356724228 -0.5205696356724228 -0.5205696356724228 0.27099274558411895	0.27099274558411895
